City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,nuku'alofa,-21.1333,-175.2,24.19,94,75,6.69,TO,1724281387
274,sabang,5.8933,95.3214,28.73,73,100,3.1,ID,1724281388
275,evergreen,39.6333,-105.3172,27.49,31,77,4.02,US,1724281389
276,hithadhoo,-0.6,73.0833,28.33,76,100,4.16,MV,1724281260
277,nevada,39.2502,-116.7512,24.92,6,0,4.84,US,1724281357
278,vilyuysk,63.7553,121.6247,14.96,88,100,2.18,RU,1724281392
279,prince george,53.9166,-122.753,18.69,72,75,2.57,CA,1724281249
280,glace bay,46.1969,-59.957,21.14,94,100,2.68,CA,1724281394
281,sorong,-0.8833,131.25,25.32,89,100,1.28,ID,1724281396
282,rongelap,11.1635,166.8941,28.22,77,14,4.99,MH,1724280997
283,nehe,48.4833,124.8333,13.69,90,100,3.72,CN,1724281398
284,gloversville,43.0528,-74.3438,14.21,83,40,4.12,US,1724281399
285,al bawiti,28.3492,28.8659,28.56,45,0,5.33,EG,1724281100
286,pisco,-13.7,-76.2167,19.03,72,13,11.83,PE,1724280702
287,ishurdi,24.1333,89.0833,26.83,92,98,2.79,BD,1724281402
288,al hufuf,25.3646,49.5653,34.19,59,0,1.54,SA,1724281403
289,great falls,47.5002,-111.3008,26.56,28,20,5.14,US,1724281404
290,massa lubrense,40.6053,14.3667,25.62,71,0,1.02,IT,1724281406
291,talcahuano,-36.7167,-73.1167,7.82,81,75,3.6,CL,1724281339
292,aberdeen,57.1437,-2.0981,15.21,83,75,9.26,GB,1724281408
293,karungdong,5.8844,121.263,27.13,82,98,0.21,PH,1724281409
294,ma'an,26.9775,110.7211,24.61,90,2,2.24,CN,1724281410
295,olonkinbyen,70.9221,-8.7187,4.27,91,100,3.25,SJ,1724280821
296,nogliki,51.8333,143.1667,19.5,72,100,5.7,RU,1724281412
297,lesparre-medoc,45.3,-0.9333,14.25,83,12,2.04,FR,1724281413
298,gosaba,22.165,88.7998,27.3,87,98,5.25,IN,1724281415
299,griffith,41.5284,-87.4237,21.42,50,0,4.12,US,1724281416
300,port douglas,-16.4833,145.4667,23.02,65,95,6.33,AU,1724281417
301,turpan,42.9333,89.1667,28.71,41,63,1.59,CN,1724281418
302,bata,1.8639,9.7658,25.92,83,40,3.09,GQ,1724281419
303,orhangazi,40.4892,29.3089,20.84,83,9,1.5,TR,1724281420
304,strezhevoy,60.7333,77.5889,11.11,94,49,2.54,RU,1724281421
305,kourou,5.1552,-52.6478,26.29,86,17,3.8,GF,1724281054
306,tadine,-21.55,167.8833,22.3,57,76,6.18,NC,1724281423
307,bykovo,55.6361,38.0803,12.85,82,0,2.0,RU,1724281425
308,fabens,31.5023,-106.1586,37.55,14,11,6.13,US,1724281426
309,luganville,-15.5333,167.1667,26.52,76,24,6.6,VU,1724281427
310,puerto armuelles,8.2833,-82.8667,26.72,83,99,1.34,PA,1724281428
311,okha,53.5739,142.9478,19.8,75,85,2.81,RU,1724281429
312,thinadhoo,0.5333,72.9333,27.97,74,100,3.17,MV,1724281430
313,williams lake,52.1415,-122.1445,20.03,65,100,2.57,CA,1724281431
314,myrina,39.8797,25.0742,24.58,78,0,1.54,GR,1724281432
315,alotau,-10.3069,150.4462,26.46,86,66,2.47,PG,1724281434
316,yuzhno-kurilsk,44.0306,145.8556,18.83,84,100,5.57,RU,1724281435
317,warwick,41.7001,-71.4162,20.47,63,20,5.14,US,1724281434
318,la plata,-34.9215,-57.9545,11.66,98,100,3.1,AR,1724281385
319,caucete,-31.6518,-68.2811,7.87,55,94,4.22,AR,1724281438
320,nandura buzurg,20.8333,76.45,27.21,78,100,1.32,IN,1724281439
321,znamenskoye,57.1281,73.8282,11.37,94,8,0.8,RU,1724281440
322,itamaraca,-7.7478,-34.8256,24.06,89,16,4.97,BR,1724281245
323,qoryooley,1.7878,44.53,23.73,80,80,6.68,SO,1724281443
324,nezhinka,51.7676,55.3694,12.09,82,0,3.0,RU,1724281444
325,narrabri,-30.3167,149.7833,19.18,70,65,0.34,AU,1724281445
326,atherton,53.5237,-2.4935,16.3,82,100,2.24,GB,1724281447
327,khash,28.2211,61.2158,24.43,31,16,0.24,IR,1724281448
328,questembert,47.6667,-2.4667,11.32,100,0,1.03,FR,1724281449
329,dickinson,29.4608,-95.0513,33.6,71,6,0.45,US,1724281450
330,erbiceni,47.2667,27.2333,23.01,30,29,1.35,RO,1724281452
331,dadukou,26.5479,101.7054,20.8,88,24,0.52,CN,1724281453
332,emet,39.343,29.2585,19.74,74,2,1.41,TR,1724281396
333,mersa matruh,31.3525,27.2453,27.11,74,0,2.57,EG,1724281455
334,eraan,9.0629,117.7016,26.46,83,100,1.67,PH,1724281456
335,brisas de zicatela,15.8369,-97.0419,30.29,94,20,5.14,MX,1724281457
336,sasebo,33.1592,129.7228,29.24,80,68,3.79,JP,1724281458
337,villa de costa rica,24.5875,-107.3875,35.01,54,100,4.81,MX,1724281459
338,achacachi,-16.05,-68.6833,9.07,76,73,6.29,BO,1724281460
339,nadvoitsy,63.8667,34.3167,12.09,81,3,3.02,RU,1724281462
340,afaahiti,-17.75,-149.2833,23.41,63,70,10.93,PF,1724281463
341,bogorodskoye,56.55,37.8833,12.04,74,65,3.43,RU,1724281464
342,pemangkat,1.1667,108.9667,23.99,90,100,1.72,ID,1724281465
343,monkey bay,-14.0728,34.9201,23.27,51,17,7.11,MW,1724281466
344,keflavik,64.0049,-22.5624,8.24,76,0,8.23,IS,1724281467
345,jieshi,22.8134,115.8257,26.49,83,96,2.55,CN,1724281468
346,port moresby,-9.4431,147.1797,26.68,78,20,5.14,PG,1724281469
347,domna,51.8971,113.1573,15.09,88,0,3.0,RU,1724281471
348,qaqortoq,60.7167,-46.0333,3.63,90,11,1.5,GL,1724281472
349,karratha,-20.7377,116.8463,19.68,80,20,2.28,AU,1724281473
350,sittwe,20.15,92.9,26.79,84,100,1.64,MM,1724281474
351,nantong,32.0303,120.8747,27.78,56,74,3.46,CN,1724281475
352,krasnogorskoye,52.2953,86.1979,13.78,93,91,1.83,RU,1724281476
353,piti village,13.4626,144.6933,29.59,84,75,5.14,GU,1724281477
354,manokwari,-0.8667,134.0833,24.97,87,98,2.89,ID,1724281478
355,gubkinskiy,64.434,76.5026,12.45,68,61,1.97,RU,1724281480
356,ranau,5.9538,116.6641,21.6,88,97,0.24,MY,1724281332
357,zeya,53.75,127.2667,18.21,72,100,0.56,RU,1724281482
358,dubbo,-32.25,148.6167,11.07,93,100,2.57,AU,1724281483
359,talnakh,69.4865,88.3972,13.11,75,99,2.54,RU,1724281484
360,graham,47.0529,-122.2943,20.33,65,100,2.06,US,1724281485
361,konkwesso,10.8469,4.0984,23.35,91,97,1.68,NG,1724281486
362,santa eulalia,-11.85,-76.6833,16.18,46,5,0.85,PE,1724281487
363,puerto santa,-8.9906,-78.6456,17.33,83,30,5.8,PE,1724281489
364,antsiranana,-12.2787,49.2917,21.34,75,16,8.32,MG,1724281490
365,nizhnyaya poyma,56.1622,97.1933,13.11,83,56,1.53,RU,1724281491
366,louga,58.7372,29.8453,15.97,93,100,4.58,RU,1724281492
367,yanbu,24.0891,38.0637,32.02,84,40,0.0,SA,1724281493
368,aban,56.67,96.06,14.21,94,87,2.21,RU,1724281494
369,khovd,48.0056,91.6419,16.68,30,31,4.14,MN,1724281495
370,calama,-22.4667,-68.9333,14.27,33,0,6.17,CL,1724281496
371,kingston,17.997,-76.7936,28.53,79,75,2.57,JM,1724281339
372,velikiy ustyug,60.7644,46.3106,10.56,94,41,2.23,RU,1724281499
373,morong,14.5115,121.2393,29.34,81,100,0.75,PH,1724281500
374,dampit,-8.2116,112.7493,19.44,92,96,1.01,ID,1724281501
375,saint-leu,-21.15,55.2833,17.75,83,44,2.73,RE,1724281502
376,kristiansund,63.1115,7.732,12.36,87,38,4.12,NO,1724281503
377,ghadamis,30.1337,9.5007,28.3,46,0,8.3,LY,1724281504
378,kailua-kona,19.6406,-155.9956,28.49,82,75,5.66,US,1724281506
379,aqadyr,48.2553,72.8483,14.4,63,0,0.45,KZ,1724281047
380,igarka,67.4667,86.5833,10.18,81,33,3.58,RU,1724281508
381,boguchany,58.3814,97.4531,14.68,94,87,1.57,RU,1724281509
382,qacha's nek,-30.1154,28.6894,8.62,30,0,1.84,LS,1724281510
383,dudinka,69.4058,86.1778,13.06,72,100,2.67,RU,1724281511
384,whangarei,-35.7317,174.3239,15.34,52,20,0.81,NZ,1724281512
385,sikasso,10.9167,-7.0,22.64,95,24,2.03,ML,1724281513
386,amboasary,-25.0333,46.3833,15.64,75,0,2.11,MG,1724281514
387,chanika,-5.4167,38.0167,18.21,90,56,2.74,TZ,1724281516
388,leh,34.1667,77.5833,11.4,64,8,2.51,IN,1724281517
389,hadibu,12.65,54.0333,25.48,81,100,7.55,YE,1724281518
390,bakanas,44.8081,76.2772,23.56,24,29,2.98,KZ,1724281519
391,usakos,-22.0,15.6,19.18,17,12,1.42,,1724281520
392,saladas,-28.2538,-58.6259,15.96,94,100,4.74,AR,1724281521
393,chonchi,-42.6128,-73.8092,5.07,97,80,1.29,CL,1724281272
394,nizhneangarsk,55.7833,109.55,12.62,77,13,1.08,RU,1724281523
395,wanlaweyn,2.6185,44.8938,23.77,80,100,6.69,SO,1724281525
396,macenta,8.5435,-9.471,20.41,100,98,1.39,GN,1724281526
397,vilhena,-12.7406,-60.1458,31.12,29,3,3.6,BR,1724281328
398,skiathos,39.1623,23.4909,25.54,64,0,2.96,GR,1724281530
399,parsabad,39.6482,47.9174,23.06,62,0,1.62,IR,1724281532
400,saint-philippe,-21.3585,55.7679,18.76,78,66,3.96,RE,1724281533
401,kununurra,-15.7667,128.7333,19.99,94,1,0.0,AU,1724281534
402,miranda do douro,41.4969,-6.2731,21.89,33,44,0.87,PT,1724281535
403,guiuan,11.0333,125.7247,28.78,74,93,1.13,PH,1724281536
404,baffa,34.4378,73.2194,19.76,61,64,2.01,PK,1724281537
405,fort st. john,56.2499,-120.8529,12.94,67,100,5.14,CA,1724281269
406,ailuk,10.2197,169.9797,28.08,75,61,3.87,MH,1724281539
407,mandera,3.9366,41.867,26.41,53,100,7.55,KE,1724281541
408,lewiston orchards,46.3804,-116.9754,27.77,30,0,3.09,US,1724281542
409,dawson creek,55.7666,-120.2362,10.8,82,100,5.14,CA,1724281543
410,ytrebygda,60.305,5.2824,13.93,77,75,9.26,NO,1724281544
411,port augusta,-32.5,137.7667,15.58,70,85,0.68,AU,1724281545
412,port pirie,-33.1833,138.0167,14.19,80,65,0.53,AU,1724281546
413,vaasa,63.096,21.6158,16.81,73,0,4.02,FI,1724281548
414,vilyuchinsk,52.9306,158.4028,16.15,48,37,2.34,RU,1724281550
415,ta`u,-14.2336,-169.5144,26.14,78,85,10.6,AS,1724281551
416,saudarkrokur,65.7461,-19.6394,5.92,93,100,6.28,IS,1724281552
417,botou,38.0667,116.5667,23.97,88,3,1.36,CN,1724281553
418,sao joao nepomuceno,-21.54,-43.0106,20.76,50,0,1.71,BR,1724281413
419,boise,43.6135,-116.2035,29.27,26,0,4.63,US,1724281453
420,ancud,-41.8697,-73.8203,6.33,75,89,2.31,CL,1724281556
421,grand baie,-20.0182,57.5802,21.36,71,82,2.24,MU,1724281557
422,jabor,5.921,169.6434,28.91,67,19,2.24,MH,1724281558
423,lubango,-14.9172,13.4925,13.92,30,1,2.57,AO,1724281560
424,halifax,44.6453,-63.5724,20.48,80,75,5.66,CA,1724280787
425,labrador city,52.9463,-66.9114,16.77,49,20,4.47,CA,1724281562
426,walvis bay,-22.9575,14.5053,13.2,84,25,2.05,,1724281563
427,newman,37.3138,-121.0208,35.03,14,0,3.45,US,1724281564
428,turkmenbasy,40.0222,52.9552,23.43,49,0,0.0,TM,1724281565
429,waldkirch,48.0959,7.9637,14.06,84,94,1.81,DE,1724281292
430,jolo,6.05,121.0167,26.39,86,65,0.51,PH,1724281567
431,avarua,-21.2078,-159.775,26.03,73,20,8.75,CK,1724281569
432,bardai,11.65,7.2333,21.53,92,76,3.34,NG,1724281570
433,pacasmayo,-7.4006,-79.5714,17.63,80,28,7.94,PE,1724281290
434,ordubad,38.9059,46.0234,24.52,38,3,3.61,AZ,1724281572
435,pangody,65.85,74.4859,9.09,82,55,4.68,RU,1724281573
436,muisne,0.6,-80.0333,24.22,80,74,6.62,EC,1724281574
437,sinop,41.7711,34.8709,20.24,56,65,1.87,TR,1724281338
438,island harbour,50.724,-1.2758,16.4,76,63,3.58,GB,1724281576
439,rabo de peixe,37.8,-25.5833,22.73,83,20,2.57,PT,1724281578
440,guerrero negro,27.9769,-114.0611,27.54,50,21,7.05,MX,1724281579
441,sioux falls,43.55,-96.7003,23.92,64,75,7.72,US,1724281482
442,alice springs,-23.7,133.8833,16.75,51,0,0.0,AU,1724281581
443,margate,51.3813,1.3862,14.93,75,84,0.45,GB,1724281582
444,dul'durga,50.6761,113.5931,16.35,74,58,2.35,RU,1724281583
445,el triunfo,-1.9333,-79.9667,27.02,51,21,1.7,EC,1724281585
446,kidal,18.4411,1.4078,28.44,55,70,4.31,ML,1724281586
447,ixtapa,20.7,-105.2,31.57,74,100,6.17,MX,1724281587
448,namibe,-15.1961,12.1522,17.51,89,29,2.34,AO,1724281588
449,ishigaki,24.3448,124.1572,28.07,89,20,3.6,JP,1724281589
450,puerto aysen,-45.4,-72.7,4.63,99,100,0.71,CL,1724281515
451,faya-largeau,17.9257,19.1043,32.41,44,88,3.78,TD,1724281591
452,agnibilekrou,7.1344,-3.2047,23.22,89,99,2.19,CI,1724281592
453,teshi old town,5.5836,-0.1072,24.31,94,20,4.12,GH,1724281511
454,san luis de la loma,17.2706,-100.8939,29.69,76,50,3.98,MX,1724281595
455,kharp,66.8014,65.8081,9.59,89,84,3.96,RU,1724281596
456,alofi,-19.0595,-169.9187,25.94,78,75,7.2,NU,1724281597
457,el granada,37.5027,-122.4694,18.89,78,75,7.72,US,1724281598
458,bodo,67.28,14.405,10.18,97,75,6.69,NO,1724281599
459,los alamos,35.8881,-106.307,31.16,18,20,4.63,US,1724281201
460,magnolia,33.2671,-93.2393,31.6,35,3,2.24,US,1724281372
461,al hazm,16.1641,44.7769,23.72,73,100,4.84,YE,1724281602
462,browns mills,39.9726,-74.5829,21.44,52,0,3.6,US,1724281604
463,sucua,-2.4667,-78.1667,22.41,78,20,2.06,EC,1724281605
464,phuthaditjhaba,-28.5242,28.8158,11.56,27,0,2.12,ZA,1724281606
465,neiafu,-18.65,-173.9833,27.38,69,40,5.14,TO,1724281607
466,al burayqah,30.4062,19.5739,27.6,77,0,8.42,LY,1724281608
467,daru,-9.0763,143.2092,25.06,87,100,7.92,PG,1724281609
468,novhorod-sivers'kyy,52.0058,33.2615,21.56,48,61,3.51,UA,1724281610
469,barcelos,41.5388,-8.6151,15.77,95,31,0.99,PT,1724281611
470,la libertad,-2.2333,-80.9,21.81,83,100,2.06,EC,1724281361
471,kholmsk,47.0511,142.0569,21.26,76,99,7.01,RU,1724281614
472,kirensk,57.7853,108.1119,15.34,81,59,0.82,RU,1724281615
473,gisborne,-38.6533,178.0042,13.43,57,1,1.76,NZ,1724281616
474,labytnangi,66.6572,66.4183,10.55,82,98,2.94,RU,1724281617
475,trairi,-3.2778,-39.2689,25.28,83,3,5.78,BR,1724281593
476,sant lluis,39.8526,4.2594,23.22,88,20,2.06,ES,1724281619
477,buenavista tomatlan,19.2,-102.6,30.45,67,34,2.0,MX,1724281620
478,kodinsk,58.6881,99.1844,14.15,95,95,1.46,RU,1724281621
479,tofol,5.3248,163.0078,28.62,72,23,3.54,FM,1724281623
480,wajir,1.7471,40.0573,24.09,63,100,8.59,KE,1724281624
481,shilin,24.8188,103.3324,16.55,95,46,0.6,CN,1724281625
482,las vegas,36.175,-115.1372,41.32,5,0,7.72,US,1724281500
483,san julian,21.0167,-102.1667,23.39,52,84,1.94,MX,1724281627
484,freetown,8.484,-13.2299,25.84,89,75,4.12,SL,1724281431
485,kiama,-34.6833,150.8667,16.38,67,100,3.58,AU,1724281629
486,gemena,3.25,19.7667,21.16,93,100,1.08,CD,1724281630
487,castillos,-34.1667,-53.8333,15.17,99,100,2.83,UY,1724281632
488,badiyah,22.45,58.8,26.7,74,23,1.99,OM,1724281633
489,pandan,14.0453,124.1694,27.74,86,43,0.83,PH,1724281634
490,sidney,-33.8679,151.2073,16.22,67,0,2.57,AU,1724281522
491,cabinda,-5.55,12.2,21.42,90,26,1.19,AO,1724281636
492,bamboo flat,11.7,92.7167,27.05,75,100,0.41,IN,1724281637
493,fontanelas,38.8472,-9.4372,18.29,77,10,8.59,PT,1724281638
494,umm kaddadah,13.6017,26.6876,26.78,66,100,7.38,SD,1724281639
495,kiffa,16.6166,-11.4045,31.69,53,63,4.84,MR,1724281641
496,magadan,59.5667,150.8,14.48,56,22,5.09,RU,1724281365
497,howrah,22.5892,88.3103,28.0,94,75,1.54,IN,1724281643
498,tallahassee,30.4383,-84.2807,33.36,47,5,3.32,US,1724281102
499,coihueco,-36.6167,-71.8333,5.41,87,75,7.72,CL,1724281645
500,sanchez,19.2281,-69.6137,27.88,89,40,4.12,DO,1724281646
501,praya,14.9215,-23.5087,26.3,78,75,1.54,CV,1724281647
502,guatire,10.4762,-66.5427,23.34,97,84,0.36,VE,1724281648
503,sisimiut,66.9395,-53.6735,5.47,79,63,3.98,GL,1724281651
504,diego de almagro,-26.3667,-70.05,11.38,44,7,2.49,CL,1724281652
505,georgiyevka,43.0369,74.7114,16.02,77,0,2.0,KZ,1724281653
506,fisterra,42.9049,-9.2629,18.88,86,0,8.37,ES,1724281654
507,tainan,22.9908,120.2133,28.95,79,40,0.0,TW,1724281655
508,zakynthos,37.7914,20.8953,26.69,69,0,3.96,GR,1724281656
509,valparaiso,-33.0393,-71.6273,10.8,81,40,4.63,CL,1724281657
510,cannonvale,-20.2833,148.7,21.66,77,98,3.73,AU,1724281659
511,altamont,42.2068,-121.7372,26.08,37,20,4.92,US,1724281517
512,kutulik,53.3508,102.7839,13.34,84,12,2.44,RU,1724281661
513,lepsy,46.235,78.9456,24.11,33,55,3.28,KZ,1724281662
514,la sarre,48.8002,-79.1996,18.84,47,10,3.27,CA,1724281617
515,santa rosa jauregui,20.7333,-100.45,21.14,58,93,5.01,MX,1724281664
516,khandyga,62.6667,135.6,16.38,61,87,0.72,RU,1724281665
517,chadron,42.8294,-102.9999,36.82,20,0,2.52,US,1724281666
518,port saint john's,-31.6229,29.5448,15.26,57,79,9.7,ZA,1724281668
519,mount darwin,-16.7725,31.5838,11.94,50,5,1.2,ZW,1724281671
520,saint-pierre,-21.3393,55.4781,20.82,60,0,8.23,RE,1724281672
521,billiri,9.8647,11.2253,22.08,89,53,2.76,NG,1724281673
522,pizarro,4.9533,-77.366,25.86,89,73,4.29,CO,1724281674
523,illizi,26.4833,8.4667,33.36,20,0,3.66,DZ,1724281676
524,mandalgovi,45.7625,106.2708,17.26,78,100,1.97,MN,1724281677
525,yarmouth,41.7057,-70.2286,19.82,70,0,5.14,US,1724281596
526,viseu,40.661,-7.9097,15.48,80,28,0.37,PT,1724281679
527,wynyard,-41.0,145.7167,10.11,80,83,2.95,AU,1724281680
528,tocopilla,-22.092,-70.1979,16.32,76,32,6.37,CL,1724281669
529,boende,-0.2167,20.8667,21.11,96,100,0.85,CD,1724281682
530,xianyang,34.3378,108.7026,25.15,61,43,0.76,CN,1724281683
531,tchintabaraden,15.8969,5.7985,31.94,48,34,3.72,NE,1724281685
532,oeiras,-7.0253,-42.1311,28.24,29,1,3.06,BR,1724281393
533,almeirim,-1.5233,-52.5817,28.78,46,25,0.9,BR,1724281687
534,bossangoa,6.4926,17.4552,20.63,98,100,0.85,CF,1724281688
535,pont rouge,48.8833,-72.0825,14.55,72,81,0.77,CA,1724281689
536,huarmey,-10.0681,-78.1522,17.91,81,47,6.07,PE,1724281690
537,bereznik,62.8551,42.7072,9.71,95,0,1.4,RU,1724281691
538,zarah sharan,33.1467,68.7917,19.88,38,0,2.3,AF,1724281692
539,chios,38.3678,26.1358,23.65,79,0,1.79,GR,1724281695
540,kusheriki,10.5328,6.4422,22.09,94,10,0.76,NG,1724281696
541,nuriootpa,-34.4833,139.0,10.64,88,90,3.1,AU,1724281697
542,weatherford,32.7593,-97.7972,36.37,39,6,6.84,US,1724281698
543,quchan,37.106,58.5095,17.38,31,0,0.99,IR,1724281699
544,cole harbour,44.6724,-63.4751,20.35,80,100,3.13,CA,1724281700
545,kapa'a,22.0752,-159.319,28.11,67,20,6.17,US,1724281701
546,kavieng,-2.5744,150.7967,29.38,73,54,6.93,PG,1724281703
547,mabaruma,8.2,-59.7833,26.46,80,81,1.89,GY,1724281704
548,berdigestyakh,62.0989,126.6992,14.3,93,100,1.87,RU,1724281705
549,launceston,-41.45,147.1667,9.8,87,59,7.2,AU,1724281706
550,usinsk,65.9939,57.5281,9.65,84,100,3.59,RU,1724281707
